gateway,window_id,window_label,scale,repeat,selected_trace_rows,duration_s,success,success_rate,abd,abd_total,cascade_failed,cascade_rate,all_rejected,step0_rejected,effective_goodput_s,p50_ms,p95_ms,client_rc,client_timed_out,error,backend_mode,source_trace_sha256
plangate_relaxed,burst,burst,1.0,2,24,17.027,7,29.167,41.667,41.667,5,20.833,12,12,4.522348,156.321,6003.101,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.0,3,24,17.16,4,16.667,55.556,55.556,5,20.833,15,15,2.622355,807.252,6002.133,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,1,24,13.35,10,41.667,28.571,28.571,4,16.667,10,10,4.194796,156.426,6003.063,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,2,24,16.405,15,62.5,21.053,21.053,4,16.667,5,5,9.326363,156.866,6001.806,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,3,24,18.354,4,16.667,50.0,50.0,4,16.667,16,16,1.471098,4684.543,6005.868,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,1,24,9.514,8,33.333,57.895,57.895,11,45.833,5,5,5.886361,156.05,6001.454,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,2,24,15.406,6,25.0,25.0,25.0,2,8.333,16,16,2.401597,806.624,6007.426,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,3,24,16.773,10,41.667,23.077,23.077,3,12.5,11,11,3.755939,806.683,6002.536,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,1,24,18.791,2,8.333,33.333,33.333,1,4.167,21,21,0.95789,6001.948,6012.875,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,2,24,18.028,0,0.0,100.0,100.0,2,8.333,22,22,0.0,6001.856,6012.733,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,3,24,13.095,7,29.167,53.333,53.333,8,33.333,9,9,5.345646,158.032,6006.329,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,1,24,13.308,7,29.167,50.0,50.0,7,29.167,10,10,4.207963,164.633,6002.586,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,2,24,18.293,2,8.333,60.0,60.0,3,12.5,19,19,1.530603,6001.107,6010.72,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,3,24,12.995,4,16.667,60.0,60.0,6,25.0,14,14,2.462401,805.856,6012.015,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,1,24,14.585,7,29.167,36.364,36.364,4,16.667,13,13,5.896409,805.719,6010.336,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,2,24,18.022,1,4.167,66.667,66.667,2,8.333,21,21,0.388422,6002.11,6008.064,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,3,24,12.629,7,29.167,56.25,56.25,9,37.5,8,8,7.205431,157.769,6010.633,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
